user_id,amount,transaction_time,device_id,location,merchant,label
user_0,1379.270773779662,2025-03-17 17:56:19.879445,device_9,Los Angeles,Walmart,0
user_0,1626.5924246267768,2025-03-17 18:54:19.879445,device_38,Chicago,Walmart,0
user_0,1322.1022869135315,2025-03-17 20:37:19.879445,device_14,Phoenix,Walmart,0
user_0,1487.2969889622298,2025-03-18 00:27:19.879445,device_40,Los Angeles,Walmart,0
user_0,1264.4867344997758,2025-03-18 00:49:19.879445,device_32,New York,eBay,0
user_0,1426.277891442644,2025-03-18 02:04:19.879445,device_4,Los Angeles,Walmart,0
user_0,1543.9628123135608,2025-03-18 11:59:19.879445,device_24,Phoenix,Target,0
user_0,1311.959240682591,2025-03-18 15:46:19.879445,device_44,Los Angeles,Amazon,0
user_0,1282.66625989848,2025-03-18 16:40:19.879445,device_30,Los Angeles,eBay,0
user_0,1324.6311752264407,2025-03-18 19:02:19.879445,device_33,Los Angeles,Best Buy,0
user_0,1671.8201337818323,2025-03-18 21:00:19.879445,device_31,Houston,Target,0
user_0,1705.4789678063098,2025-03-18 21:39:19.879445,device_14,Los Angeles,eBay,0
user_0,1831.2352870780455,2025-03-19 05:25:19.879445,device_31,Houston,Amazon,0
user_0,1300.8499439338514,2025-03-19 13:16:19.879445,device_31,Phoenix,Walmart,0
user_0,1228.5353785477075,2025-03-19 20:11:19.879445,device_40,Los Angeles,Target,0
user_0,1972.482880803398,2025-03-20 05:48:19.879445,device_24,Chicago,Amazon,0
user_0,1638.5027944549165,2025-03-20 10:44:19.879445,device_48,Phoenix,Target,0
user_0,1599.3216524392406,2025-03-20 17:36:19.879445,device_26,Phoenix,eBay,0
user_0,873.1283296624551,2025-03-20 19:57:19.879445,device_16,Houston,eBay,0
user_0,1388.2745529143021,2025-03-21 03:31:19.879445,device_11,Phoenix,eBay,0
user_0,1370.3626127613074,2025-03-21 09:03:19.879445,device_29,New York,Best Buy,0
user_0,1789.1824473859683,2025-03-21 09:14:19.879445,device_7,Chicago,Amazon,0
user_0,1026.535578942542,2025-03-21 17:22:19.879445,device_12,Los Angeles,eBay,0
user_0,1014.6623057782101,2025-03-21 18:57:19.879445,device_47,Phoenix,Best Buy,0
user_0,1679.970329409796,2025-03-21 21:59:19.879445,device_1,New York,eBay,0
user_0,1536.3630686914091,2025-03-22 03:21:19.879445,device_13,Phoenix,Amazon,0
user_0,1393.1261372409344,2025-03-22 03:59:19.879445,device_38,New York,Best Buy,0
user_0,1756.746320479416,2025-03-22 04:02:19.879445,device_4,Houston,eBay,1
user_0,1232.4073614756867,2025-03-22 12:10:19.879445,device_13,Houston,Amazon,0
user_0,2124.2427122222675,2025-03-22 20:29:19.879445,device_5,Chicago,Amazon,0
user_0,748.1666422749088,2025-03-23 04:01:19.879445,device_1,Chicago,eBay,0
user_0,1683.9114195607908,2025-03-23 04:22:19.879445,device_25,New York,eBay,0
user_0,1314.3684561017715,2025-03-23 12:01:19.879445,device_16,New York,Walmart,0
user_0,1057.60085969134,2025-03-23 21:02:19.879445,device_6,Chicago,Target,0
user_0,1395.6586234117206,2025-03-24 06:03:19.879445,device_16,Los Angeles,Best Buy,0
user_0,1143.3792520027107,2025-03-24 09:08:19.879445,device_19,Los Angeles,Amazon,0
user_0,1470.0274455535937,2025-03-24 09:47:19.879445,device_38,New York,eBay,0
user_0,1238.2824090725574,2025-03-24 13:10:19.879445,device_37,Chicago,eBay,0
user_0,1280.1252970101884,2025-03-24 17:55:19.879445,device_38,Los Angeles,Best Buy,0
user_0,1289.3424418090872,2025-03-24 19:41:19.879445,device_28,Chicago,Amazon,0
user_0,1143.9566762533022,2025-03-25 02:28:19.879445,device_45,Houston,Walmart,0
user_0,1121.8243433531313,2025-03-25 06:14:19.879445,device_2,New York,eBay,0
user_0,1371.670626247842,2025-03-25 14:59:19.879445,device_46,Phoenix,Target,0
user_0,1225.7797943062048,2025-03-25 20:48:19.879445,device_45,Chicago,Walmart,0
user_0,1077.0521083670735,2025-03-25 22:50:19.879445,device_35,Chicago,Amazon,0
user_0,1402.310017603541,2025-03-26 06:57:19.879445,device_16,New York,eBay,0
user_0,1464.3421564032362,2025-03-26 09:25:19.879445,device_28,New York,Best Buy,0
user_0,1704.5523845507496,2025-03-26 14:15:19.879445,device_33,Houston,Walmart,0
user_0,834.3776799069669,2025-03-26 20:13:19.879445,device_49,Chicago,Target,0
user_0,1339.4741127636998,2025-03-26 20:45:19.879445,device_49,Los Angeles,Amazon,0
user_0,916.122388878716,2025-03-27 02:02:19.879445,device_43,Chicago,eBay,0
user_0,992.1808701487344,2025-03-27 10:19:19.879445,device_34,Chicago,Target,0
user_0,1233.726577136178,2025-03-27 18:38:19.879445,device_5,Los Angeles,Best Buy,0
user_0,1105.6692470509208,2025-03-28 03:56:19.879445,device_29,Houston,Target,0
user_0,1384.8954103431097,2025-03-28 06:57:19.879445,device_41,Houston,eBay,0
user_0,1124.504958346361,2025-03-28 14:05:19.879445,device_12,Los Angeles,eBay,0
user_0,1597.5933063027999,2025-03-28 19:28:19.879445,device_13,Houston,Best Buy,0
user_0,1196.981434605081,2025-03-29 00:20:19.879445,device_24,New York,Best Buy,0
user_0,1354.3643350740324,2025-03-29 07:51:19.879445,device_46,Los Angeles,Target,0
user_0,654.650205871764,2025-03-29 08:27:19.879445,device_43,Los Angeles,eBay,0
user_0,1440.7972393160844,2025-03-29 13:36:19.879445,device_27,Los Angeles,Target,0
user_0,623.5830418160696,2025-03-29 14:40:19.879445,device_38,Phoenix,Walmart,0
user_0,1707.7190692513198,2025-03-29 17:26:19.879445,device_17,Los Angeles,Amazon,0
user_0,1873.218990350581,2025-03-29 20:11:19.879445,device_26,New York,eBay,0
user_0,1944.1928603960928,2025-03-29 23:26:19.879445,device_44,Los Angeles,Target,0
user_0,1170.5143525615883,2025-03-30 03:57:19.879445,device_35,Chicago,Walmart,0
user_0,1098.3594894306839,2025-03-30 11:31:19.879445,device_8,Chicago,Walmart,0
user_0,1133.4480516771293,2025-03-30 12:51:19.879445,device_34,Los Angeles,eBay,0
user_0,1662.971435765451,2025-03-30 16:53:19.879445,device_2,Chicago,Walmart,0
user_0,1477.046343508761,2025-03-30 22:37:19.879445,device_45,Houston,Target,0
user_0,1313.875941962356,2025-03-31 07:27:19.879445,device_2,Houston,Walmart,0
user_0,1670.4800150052777,2025-03-31 15:49:19.879445,device_32,Los Angeles,Walmart,0
user_0,1120.3609287240906,2025-03-31 20:03:19.879445,device_28,Chicago,eBay,0
user_0,846.0035157144213,2025-04-01 03:04:19.879445,device_48,Houston,Target,0
user_0,1401.4468552628416,2025-04-01 11:03:19.879445,device_11,Houston,eBay,0
user_0,1356.6118792292991,2025-04-01 17:15:19.879445,device_40,Chicago,Target,0
user_0,1224.67398328318,2025-04-01 18:32:19.879445,device_30,Houston,Best Buy,0
user_0,459.20702798524974,2025-04-02 02:20:19.879445,device_2,Houston,eBay,0
user_0,1324.7858197476542,2025-04-02 09:47:19.879445,device_34,Los Angeles,Target,0
user_0,1224.4870154228245,2025-04-02 10:29:19.879445,device_4,Houston,Best Buy,0
user_0,539.4980592371833,2025-04-02 14:34:19.879445,device_36,Los Angeles,eBay,0
user_0,909.421768417119,2025-04-02 17:19:19.879445,device_29,Phoenix,Amazon,0
user_0,1354.0564958508216,2025-04-03 00:33:19.879445,device_35,Phoenix,eBay,0
user_0,1490.072344891376,2025-04-03 03:46:19.879445,device_40,Los Angeles,Best Buy,0
user_0,1290.5306125431769,2025-04-03 05:27:19.879445,device_7,Los Angeles,Walmart,0
user_0,1228.7874192596964,2025-04-03 14:51:19.879445,device_48,Chicago,Best Buy,0
user_0,1439.3906718854823,2025-04-04 00:08:19.879445,device_1,Phoenix,Best Buy,0
user_0,1138.0481938738535,2025-04-04 05:24:19.879445,device_34,Chicago,Best Buy,0
user_0,1314.341109113939,2025-04-04 14:21:19.879445,device_24,Phoenix,eBay,0
user_0,941.7790796200109,2025-04-04 22:18:19.879445,device_22,Chicago,Walmart,0
user_0,1449.001644146962,2025-04-05 00:31:19.879445,device_12,New York,Walmart,0
user_0,1536.466601849038,2025-04-05 02:12:19.879445,device_24,Los Angeles,Best Buy,0
user_0,1802.5360811574546,2025-04-05 02:25:19.879445,device_29,Los Angeles,Amazon,0
user_0,972.9399949877788,2025-04-05 04:14:19.879445,device_35,Houston,Best Buy,0
user_0,1418.3529925304506,2025-04-05 06:49:19.879445,device_3,Los Angeles,Walmart,0
user_0,1561.3809393400823,2025-04-05 10:47:19.879445,device_37,Phoenix,Amazon,0
user_0,748.2867562162127,2025-04-05 16:25:19.879445,device_3,Los Angeles,Amazon,0
user_0,1823.6720373797564,2025-04-06 00:05:19.879445,device_43,New York,Walmart,0
user_0,1344.4363929469112,2025-04-06 09:37:19.879445,device_26,Los Angeles,Target,0
user_0,1307.4675810964086,2025-04-06 18:52:19.879445,device_21,New York,eBay,0
user_0,951.6338317186539,2025-04-07 03:49:19.879445,device_16,Houston,Walmart,0
user_0,1216.0603834799037,2025-04-07 08:50:19.879445,device_36,Houston,Walmart,0
user_0,1110.989197957534,2025-04-07 16:08:19.879445,device_26,Chicago,Amazon,0
user_0,1817.8390086711722,2025-04-07 22:38:19.879445,device_17,New York,Target,0
user_0,1213.8006149804646,2025-04-08 06:06:19.879445,device_15,Chicago,Walmart,0
user_0,1436.7738880333613,2025-04-08 13:09:19.879445,device_32,Los Angeles,Walmart,0
user_0,1583.33653907199,2025-04-08 19:34:19.879445,device_16,Los Angeles,Best Buy,0
user_0,1555.6898871005635,2025-04-08 19:45:19.879445,device_15,Chicago,Best Buy,0
user_0,1333.7310719967838,2025-04-09 02:25:19.879445,device_45,Phoenix,eBay,0
user_0,1186.1242703701823,2025-04-09 06:26:19.879445,device_34,New York,Target,0
user_0,1573.4524143759036,2025-04-09 06:31:19.879445,device_49,New York,Walmart,1
user_0,1730.5142602414692,2025-04-09 13:26:19.879445,device_35,Houston,Target,0
user_0,1193.5185911010556,2025-04-09 16:44:19.879445,device_13,Houston,Target,0
user_0,933.3992341070139,2025-04-09 19:28:19.879445,device_26,New York,Target,0
user_0,1443.2247116505182,2025-04-09 23:57:19.879445,device_8,New York,eBay,0
user_0,1691.1652558321732,2025-04-10 04:09:19.879445,device_14,New York,Walmart,0
user_0,2015.5876989456306,2025-04-10 05:12:19.879445,device_45,New York,Best Buy,0
user_0,1079.8125642481357,2025-04-10 08:11:19.879445,device_28,Los Angeles,Amazon,0
user_0,1457.5433099732888,2025-04-10 08:23:19.879445,device_20,Chicago,Target,0
user_0,1346.85601058053,2025-04-10 16:07:19.879445,device_0,Chicago,eBay,0
user_0,1448.3100263830474,2025-04-10 19:30:19.879445,device_49,Los Angeles,Amazon,0
user_0,1481.7768678147127,2025-04-10 20:25:19.879445,device_14,Los Angeles,Best Buy,0
user_0,1332.5173920172306,2025-04-11 03:29:19.879445,device_40,Phoenix,Amazon,0
user_0,1043.3989876538437,2025-04-11 09:37:19.879445,device_33,Chicago,Target,0
user_0,1549.1320477199683,2025-04-11 17:34:19.879445,device_18,Chicago,eBay,0
user_0,1481.7305675053472,2025-04-11 21:30:19.879445,device_8,Phoenix,Best Buy,0
user_0,1578.5039166049737,2025-04-12 00:29:19.879445,device_16,Los Angeles,eBay,0
user_0,1486.7325740488816,2025-04-12 07:56:19.879445,device_44,Chicago,Best Buy,0
user_0,779.9129268259221,2025-04-12 15:23:19.879445,device_20,New York,Target,0
user_0,1799.1048431091103,2025-04-12 16:03:19.879445,device_27,Phoenix,Target,0
user_0,1014.1875626423148,2025-04-12 17:49:19.879445,device_14,New York,Amazon,0
user_0,980.3724164613451,2025-04-13 02:21:19.879445,device_5,Chicago,Walmart,0
user_0,1405.885024168572,2025-04-13 06:26:19.879445,device_17,Phoenix,Amazon,0
user_0,1276.8607927879973,2025-04-13 11:51:19.879445,device_12,Phoenix,eBay,0
user_0,1573.2600453387784,2025-04-13 13:23:19.879445,device_23,Houston,Target,0
user_0,1223.5343375600196,2025-04-13 18:39:19.879445,device_20,Chicago,Best Buy,0
user_0,1275.8648034473847,2025-04-14 00:42:19.879445,device_19,Chicago,Amazon,0
user_0,1201.9667813137867,2025-04-14 01:43:19.879445,device_32,Los Angeles,Target,0
user_0,1249.9006186008976,2025-04-14 11:20:19.879445,device_4,Phoenix,Walmart,0
user_0,1604.1775103260238,2025-04-14 19:59:19.879445,device_21,Houston,Amazon,0
user_0,2196.056741893319,2025-04-15 04:44:19.879445,device_13,Houston,Target,0
user_0,1104.0395194201942,2025-04-15 06:09:19.879445,device_39,Los Angeles,eBay,0
user_0,1142.21367184578,2025-04-15 08:41:19.879445,device_17,Chicago,eBay,0
user_0,1237.9811151129302,2025-04-15 10:09:19.879445,device_8,Chicago,Best Buy,0
user_0,857.2098342246722,2025-04-15 14:33:19.879445,device_21,Chicago,Amazon,0
user_0,1190.6799467860194,2025-04-15 16:00:19.879445,device_22,Chicago,Amazon,0
user_0,1315.4044207098132,2025-04-15 16:37:19.879445,device_32,Houston,Walmart,0
user_0,1417.5486984001502,2025-04-15 23:30:19.879445,device_20,Chicago,eBay,0
user_0,1086.7394311263172,2025-04-16 06:53:19.879445,device_18,Los Angeles,eBay,0
user_0,1730.289224617662,2025-04-16 12:20:19.879445,device_36,New York,Best Buy,0
user_0,1291.2379851769804,2025-04-16 13:31:19.879445,device_19,Phoenix,eBay,0
user_0,1280.4555618695026,2025-04-16 16:28:19.879445,device_27,Houston,Amazon,0
user_0,1572.050107675165,2025-04-16 21:08:19.879445,device_10,Chicago,Walmart,0
user_0,1291.6926384862377,2025-04-17 05:59:19.879445,device_47,Chicago,Amazon,0
user_0,1471.4902628454229,2025-04-17 06:58:19.879445,device_43,Phoenix,Amazon,0
user_0,1723.0739098880695,2025-04-17 15:56:19.879445,device_49,Chicago,Best Buy,0
user_0,1444.6762592931645,2025-04-17 16:08:19.879445,device_27,Phoenix,eBay,0
user_0,1411.9790642072267,2025-04-18 02:07:19.879445,device_20,Chicago,Amazon,0
user_0,1568.348709333218,2025-04-18 03:50:19.879445,device_10,Houston,eBay,0
user_0,552.609710963765,2025-04-18 06:50:19.879445,device_38,Los Angeles,eBay,0
user_0,1482.8948488731974,2025-04-18 15:03:19.879445,device_32,Houston,Target,0
user_0,1625.1955280264237,2025-04-18 22:20:19.879445,device_37,Phoenix,Walmart,0
user_0,1003.8660669440181,2025-04-19 04:55:19.879445,device_36,Houston,eBay,0
user_0,1468.5021391497667,2025-04-19 06:14:19.879445,device_30,Houston,Best Buy,0
user_0,1471.5126057307898,2025-04-19 08:15:19.879445,device_20,Phoenix,Best Buy,0
user_0,1133.027290107333,2025-04-19 14:59:19.879445,device_13,New York,Target,0
user_0,1237.0783132807583,2025-04-19 17:27:19.879445,device_15,Phoenix,Target,0
user_0,1284.9804987112102,2025-04-20 01:22:19.879445,device_28,Chicago,Target,0
user_0,1420.5971549708268,2025-04-20 02:54:19.879445,device_44,Chicago,Walmart,0
user_0,1540.7016398580997,2025-04-20 12:44:19.879445,device_44,Chicago,Amazon,0
user_0,1335.1390845644457,2025-04-20 13:20:19.879445,device_43,Phoenix,Walmart,0
user_0,1343.1988448345285,2025-04-20 21:06:19.879445,device_13,New York,eBay,0
user_0,1818.920542829726,2025-04-21 01:33:19.879445,device_4,Chicago,eBay,0
user_0,1221.1934282468062,2025-04-21 07:34:19.879445,device_4,Los Angeles,eBay,0
user_0,1297.7577122301668,2025-04-21 09:28:19.879445,device_42,Los Angeles,Target,0
user_0,1459.9769596478511,2025-04-21 11:16:19.879445,device_5,Houston,Walmart,0
user_0,1894.7383456912971,2025-04-21 11:59:19.879445,device_11,Houston,Target,0
user_0,1321.8759129673688,2025-04-21 19:58:19.879445,device_43,New York,eBay,0
user_0,1103.313574491835,2025-04-22 02:29:19.879445,device_46,Houston,eBay,0
user_0,1580.7901492427236,2025-04-22 02:47:19.879445,device_28,Chicago,Target,0
user_0,1069.8247074442004,2025-04-22 07:35:19.879445,device_32,Houston,Amazon,0
user_0,1636.0314540734314,2025-04-22 16:57:19.879445,device_6,Chicago,Target,0
user_0,1204.425301133381,2025-04-22 21:14:19.879445,device_8,Chicago,Target,0
user_0,1355.1015029100886,2025-04-23 01:36:19.879445,device_12,Phoenix,Walmart,0
user_0,1916.8227454470234,2025-04-23 03:49:19.879445,device_35,Houston,Amazon,0
user_0,1599.2180961967088,2025-04-23 12:19:19.879445,device_23,New York,eBay,0
user_0,1535.623194315472,2025-04-23 17:39:19.879445,device_48,New York,eBay,0
user_0,1255.1742407475106,2025-04-23 20:15:19.879445,device_21,Houston,Walmart,0
user_0,1830.4819287575442,2025-04-24 03:54:19.879445,device_1,Los Angeles,eBay,0
user_0,814.8335348047935,2025-04-24 06:27:19.879445,device_3,Phoenix,Best Buy,0
user_0,1416.4339134350207,2025-04-24 06:39:19.879445,device_7,Phoenix,Amazon,0
user_0,1083.4839918950952,2025-04-24 16:16:19.879445,device_20,New York,eBay,0
user_0,1452.1551152096013,2025-04-24 20:39:19.879445,device_14,Phoenix,eBay,0
user_0,1758.9388772057068,2025-04-25 04:04:19.879445,device_33,Chicago,Target,0
user_0,1595.0908438817125,2025-04-25 13:43:19.879445,device_37,Houston,Walmart,0
user_0,1579.4135086144202,2025-04-25 18:03:19.879445,device_11,New York,eBay,0
user_0,1692.805273311703,2025-04-25 23:14:19.879445,device_0,Houston,eBay,0
user_0,1102.5122786256957,2025-04-26 07:08:19.879445,device_40,Phoenix,Target,0
user_0,794.8035333662924,2025-04-26 09:34:19.879445,device_15,Chicago,Walmart,0
user_0,1423.5730994334085,2025-04-26 10:04:19.879445,device_20,New York,Target,0
user_1,969.6801136984732,2025-03-17 16:09:19.880457,device_27,New York,Best Buy,0
user_1,1241.9624133436873,2025-03-17 22:02:19.880457,device_2,Chicago,eBay,0
user_1,1389.07151524307,2025-03-18 03:32:19.880457,device_28,Phoenix,eBay,0
user_1,1450.6225665487475,2025-03-18 10:26:19.880457,device_12,Houston,Target,0
user_1,1365.266869207044,2025-03-18 20:05:19.880457,device_19,Phoenix,Best Buy,0
user_1,1474.5812089540061,2025-03-19 02:53:19.880457,device_12,Houston,Walmart,0
user_1,1177.1420885914256,2025-03-19 04:11:19.880457,device_45,Los Angeles,Target,0
user_1,1551.0787431013187,2025-03-19 12:47:19.880457,device_24,Houston,Target,0
user_1,1224.6561856530045,2025-03-19 20:35:19.880457,device_5,Los Angeles,Target,0
user_1,1821.9883765362551,2025-03-19 20:40:19.880457,device_19,New York,Walmart,1
user_1,1768.5031919037735,2025-03-20 05:35:19.880457,device_41,New York,eBay,0
user_1,1655.8581307911404,2025-03-20 12:44:19.880457,device_29,Phoenix,eBay,0
user_1,1151.823354755578,2025-03-20 17:24:19.880457,device_16,Los Angeles,Amazon,0
user_1,1088.7915433964913,2025-03-20 19:31:19.880457,device_16,Phoenix,Target,0
user_1,917.5575472037474,2025-03-20 20:58:19.880457,device_43,Houston,Best Buy,0
user_1,1213.5012577132838,2025-03-21 02:06:19.880457,device_13,Phoenix,Best Buy,0
user_1,1368.8144050209744,2025-03-21 07:52:19.880457,device_22,Phoenix,Walmart,0
user_1,957.9418586814879,2025-03-21 10:49:19.880457,device_22,Chicago,Target,0
user_1,1263.730129460122,2025-03-21 17:43:19.880457,device_11,Chicago,Walmart,0
user_1,1365.3205842751029,2025-03-21 22:23:19.880457,device_28,Chicago,Target,0
user_1,1171.6900731083272,2025-03-22 01:16:19.880457,device_7,Chicago,Best Buy,0
user_1,1435.2436240689567,2025-03-22 07:41:19.880457,device_9,Phoenix,eBay,0
user_1,1273.1342441102884,2025-03-22 15:16:19.880457,device_27,Chicago,eBay,0
user_1,1730.3924889370485,2025-03-22 22:54:19.880457,device_29,Phoenix,Amazon,0
user_1,1116.452311279337,2025-03-22 23:54:19.880457,device_47,Houston,eBay,0
user_1,1736.960145285665,2025-03-23 04:36:19.880457,device_3,New York,eBay,0
user_1,1722.3440854321905,2025-03-23 13:13:19.880457,device_7,Phoenix,Best Buy,0
user_1,1349.6246058721053,2025-03-23 22:09:19.880457,device_14,Los Angeles,Best Buy,0
user_1,1235.9549562711945,2025-03-24 08:00:19.880457,device_17,New York,Walmart,0
user_1,778.2547597883106,2025-03-24 17:30:19.880457,device_36,Chicago,Target,0
user_1,1661.4987236107931,2025-03-25 01:42:19.880457,device_38,Los Angeles,eBay,0
user_1,1005.4915910235047,2025-03-25 04:10:19.880457,device_15,New York,Target,0
user_1,965.3483080478235,2025-03-25 05:30:19.880457,device_41,Houston,Amazon,0
user_1,1107.3318586905282,2025-03-25 05:44:19.880457,device_47,Phoenix,Target,0
user_1,948.153962426292,2025-03-25 06:47:19.880457,device_49,Chicago,eBay,0
user_1,1027.5827824766611,2025-03-25 15:23:19.880457,device_11,Phoenix,eBay,0
user_1,1501.189947156196,2025-03-25 22:44:19.880457,device_22,Phoenix,Walmart,0
user_1,1228.2296888023643,2025-03-26 07:05:19.880457,device_19,Chicago,Walmart,0
user_1,763.0093063491408,2025-03-26 15:33:19.880457,device_39,Los Angeles,Target,0
